ACCNUM,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS,LATITUDE,LONGITUDE,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,Age_mid,INJURY,VEHTYPE,DRIVACT,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood
1048465,2008/07/16 04:00:00+00,1655,16,YONGE Stre,KEMPFORD Boul,Major Arterial,43.776945,-79.41489,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,65 to 69,67,Major,"Automobile, Station Wagon",Disobeyed Traffic Control,Medical or Physical Disability,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,51,Willowdale East (51)
1024000,2008/02/26 05:00:00+00,1651,16,JANE ST,BLACK CR N JANE RAMP ST,Major Arterial,43.715145,-79.50709,Mid-Block,No Control,Snow,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,28,Rustic (28)
1020139,2008/01/23 05:00:00+00,1000,10,LOCKSLEY AVE,BRIAR HILL AVE,Local,43.703245,-79.44899000000002,Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Driver,unknown,unknown,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,108,Briar Hill-Belgravia (108)
1052865,2008/07/18 04:00:00+00,751,7,RICHMOND ST W,DUNCAN ST,Major Arterial,43.649745,-79.38799,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,77,Waterfront Communities-The Island (77)
1052983,2008/07/18 04:00:00+00,800,8,RIVERDALE Ave,PAPE Ave,Local,43.671345,-79.34119,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,69,Blake-Jones (69)
1053246,2008/07/19 04:00:00+00,1744,17,BATHURST ST,DUNDAS ST W,Major Arterial,43.652345,-79.40599,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,45 to 49,47,Major,Motorcycle,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,78,Kensington-Chinatown (78)
1049080,2008/07/20 04:00:00+00,300,3,WESTON RD,ROGERS RD,Major Arterial,43.681645,-79.47679000000002,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Passenger,25 to 29,27,None,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,111,Rockcliffe-Smythe (111)
1032022,2008/04/03 04:00:00+00,1743,17,43 MILNER AVE,Unknown,Minor Arterial,43.785345,-79.25389,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,30 to 34,32,Major,Motorcycle,Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,128,Agincourt South-Malvern West (128)
1053809,2008/07/20 04:00:00+00,320,3,4982 YONGE ST,Unknown,Major Arterial,43.765945,-79.41209,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,51,Willowdale East (51)
1049124,2008/07/21 04:00:00+00,305,3,STEELES AVE E,YONGE ST,Major Arterial,43.797945,-79.42009,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Pedestrian,35 to 39,37,Fatal,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,50,Newtonbrook East (50)
1053990,2008/07/21 04:00:00+00,857,8,416 O CONNOR DR,Unknown,Major Arterial,43.696445,-79.33539,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,58,Old East York (58)
1054021,2008/07/22 04:00:00+00,2119,21,YONGE ST,WELLINGTON ST E,Major Arterial,43.647845,-79.37739,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,37,Major,Motorcycle,Following too Close,Had Been Drinking,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,75,Church-Yonge Corridor (75)
1054012,2008/07/22 04:00:00+00,2329,23,BATHURST ST,NASSAU ST,Major Arterial,43.654745,-79.40699000000002,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,78,Kensington-Chinatown (78)
1051168,2008/07/22 04:00:00+00,2330,23,BLOOR ST W,BATHURST ST,Major Arterial,43.665145,-79.41119,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Driver,unknown,unknown,None,"Automobile, Station Wagon",Other,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,95,Annex (95)
1050109,2008/07/25 04:00:00+00,1133,11,F G GARDINER Expr E,DOWLING Aven,Major Arterial,43.633944,-79.43719,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,35 to 39,37,Major,Motorcycle,Speed too Fast For Condition,Normal,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,85,South Parkdale (85)
1054475,2008/07/28 04:00:00+00,542,5,RONCESVALLES AVE,HIGH PARK BLVD,Minor Arterial,43.646345,-79.44909,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Lost control,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,86,Roncesvalles (86)
1050426,2008/07/28 04:00:00+00,1407,14,COSBURN AVE,LOGAN AVE,Minor Arterial,43.689045,-79.35089,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,75 to 79,77,Major,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,57,Broadview North (57)
1054496,2008/07/28 04:00:00+00,1553,15,MORTIMER AVE,LOGAN AVE,Minor Arterial,43.684845,-79.35189,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,57,Broadview North (57)
1055263,2008/07/28 04:00:00+00,2005,20,FINCH AVE W,JAYZEL DR,Major Arterial,43.750645,-79.54909,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,No,No,No,Yes,No,No,No,No,No,No,21,Humber Summit (21)
1050560,2008/07/29 04:00:00+00,708,7,BEVERLY HILLS Driv,JANE Stre,Major Arterial,43.719045,-79.50819,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,26,Downsview-Roding-CFB (26)
1050562,2008/07/29 04:00:00+00,1235,12,KELSONIA AVE,SCARBORO CRES,Local,43.711545,-79.24639,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,123,Cliffcrest (123)
1054754,2008/07/31 04:00:00+00,1610,16,THE QUEENSWAY,STEPHEN Driv,Major Arterial,43.630345,-79.48429,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,16,Stonegate-Queensway (16)
1051130,2008/07/31 04:00:00+00,2245,22,LOWER JARVIS ST,THE ESPLANADE,Major Arterial,43.648245,-79.37089,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,77,Waterfront Communities-The Island (77)
1055801,2008/08/01 04:00:00+00,1815,18,LANSDOWNE Aven,BLOOR Stre W,Minor Arterial,43.658645,-79.44279,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No,No,No,93,Dovercourt-Wallace Emerson-Junction (93)
1051391,2008/08/01 04:00:00+00,2110,21,KINGSTON RD,ORCHARD PARK DR,Major Arterial,43.774645,-79.17929000000002,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Driver,15 to 19,17,None,"Automobile, Station Wagon",Speed too Fast For Condition,"Ability Impaired, Alcohol",Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,136,West Hill (136)
1055774,2008/08/01 04:00:00+00,2307,23,LAKE SHORE W BLVD E,YONGE ST,Major Arterial,43.644045,-79.37579000000002,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Passenger,15 to 19,17,Minor,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,77,Waterfront Communities-The Island (77)
1056289,2008/08/02 04:00:00+00,2007,20,CALEDONIA Road,JOYCE Park,Minor Arterial,43.709345,-79.46609000000002,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,31,Yorkdale-Glen Park (31)
1056442,2008/08/03 04:00:00+00,1540,15,68 NORSEMAN ST,Unknown,Collector,43.635545,-79.51369,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,20 to 24,22,Major,Bicycle,Unknown,Unknown,No,Yes,No,No,No,No,No,No,No,No,No,No,16,Stonegate-Queensway (16)
1026199,2008/02/26 05:00:00+00,2040,20,HUMBER COLLEGE BLVD,HIGHWAY 27  S,Major Arterial,43.730445,-79.60159,Intersection,Traffic Signal,Snow,Dark,Wet,Non-Fatal Injury,Passenger,20 to 24,22,Major,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,1,West Humber-Clairville (1)
1026360,2008/02/27 05:00:00+00,845,8,YORK MILLS RD,NESS DR,Collector,43.761745,-79.32289,Intersection,Pedestrian Crossover,Clear,Daylight,Wet,Non-Fatal Injury,Driver,35 to 39,37,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Inattentive,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,45,Parkwoods-Donalda (45)
1018923,2008/01/25 05:00:00+00,900,9,RONCESVALLES AVE,MARMADUKE ST,Minor Arterial,43.650445,-79.45069000000002,Intersection,Pedestrian Crossover,Clear,Daylight,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,No,No,No,86,Roncesvalles (86)
1062738,2008/10/05 04:00:00+00,338,3,SPADINA AVE,OXFORD ST,Major Arterial,43.656745,-79.39959,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,No,No,No,No,78,Kensington-Chinatown (78)
1047045,2008/06/15 04:00:00+00,1840,18,REXDALE BLVD,KIPLING AVE,Major Arterial,43.711745,-79.56669000000002,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Driver,25 to 29,27,Minor,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,4,Rexdale-Kipling (4)
1044477,2008/06/01 04:00:00+00,1150,11,DANFORTH AVE,LINNSMORE CRES,Major Arterial,43.682045,-79.32979,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,None,Other,Failed to Yield Right of Way,Inattentive,Yes,No,No,No,No,No,No,No,Yes,No,No,No,66,Danforth (66)
1041105,2008/06/01 04:00:00+00,1838,18,LAWRENCE Ave W,ROXALINE St,Minor Arterial,43.696845,-79.52969,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,8,Humber Heights-Westmount (8)
1044584,2008/06/02 04:00:00+00,1146,11,72 CORDELLA AVE,Unknown,Local,43.680445,-79.48349,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,111,Rockcliffe-Smythe (111)
1044659,2008/06/02 04:00:00+00,1455,14,FINCH AVE E,BAYVIEW AVE,Major Arterial,43.785045,-79.39209,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,None,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,49,Bayview Woods-Steeles (49)
1041453,2008/06/03 04:00:00+00,1230,12,SENLAC RD,SHEPPARD AVE W,Major Arterial,43.758945,-79.42259,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian,70 to 74,72,Major,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,38,Lansing-Westgate (38)
1044675,2008/06/03 04:00:00+00,1517,15,HILDA AVE,CROSSEN DR,Collector,43.793245,-79.42739,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 44,42,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,36,Newtonbrook West (36)
1044781,2008/06/04 04:00:00+00,1355,13,FINCH AVE W,MILVAN DR,Major Arterial,43.749945,-79.55229,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,21,Humber Summit (21)
1041588,2008/06/04 04:00:00+00,1838,18,PORT UNION Road,KINGSTON Road,Minor Arterial,43.798545,-79.14579,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,131,Rouge (131)
1045598,2008/06/05 04:00:00+00,1220,12,WESTON RD,WESTON ALBION RD RAMP RD,Major Arterial,43.718045,-79.53779,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,30 to 34,32,Major,Motorcycle,Improper Lane Change,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,23,Pelmo Park-Humberlea (23)
1041888,2008/06/06 04:00:00+00,750,7,EGLINTON AVE W,RICHARDSON AVE,Major Arterial,43.690945,-79.47149,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,27,Major,Motorcycle,Lost control,Normal,No,No,Yes,Yes,No,No,No,No,No,No,No,No,110,Keelesdale-Eglinton West (110)
1042071,2008/06/08 04:00:00+00,800,8,MORNINGSIDE AVE,MCLEVIN AVE,Major Arterial,43.808945,-79.20269,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,131,Rouge (131)
1042297,2008/06/08 04:00:00+00,1720,17,WESTON Road,FLINDON Road,Major Arterial,43.721045,-79.537387,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,60 to 64,62,Minimal,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,Yes,23,Pelmo Park-Humberlea (23)
1042100,2008/06/08 04:00:00+00,2120,21,ALBION RD,MARTIN GROVE RD,Major Arterial,43.74204500000001,-79.59479,Mid-Block,Unknown,Other,Dusk,Other,Non-Fatal Injury,Driver,30 to 34,32,Major,"Automobile, Station Wagon",Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,1,West Humber-Clairville (1)
1042295,2008/06/09 04:00:00+00,1223,12,WARDEN AVE,MANHATTAN DR,Major Arterial,43.752045,-79.29749,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,75 to 79,77,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,119,Wexford/Maryvale (119)
1046342,2008/06/11 04:00:00+00,550,5,DUNDAS ST W,BAY ST,Major Arterial,43.655745,-79.38379,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,55 to 59,57,Minimal,Other,Unknown,Unknown,No,No,No,No,No,Yes,No,No,No,No,No,No,76,Bay Street Corridor (76)
1043273,2008/06/11 04:00:00+00,2010,20,LAKE SHORE BLVD W,LONG BRANCH AVE,Major Arterial,43.594345,-79.53399,Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Pedestrian,60 to 64,62,Fatal,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,19,Long Branch (19)
1049415,2008/06/12 04:00:00+00,853,8,KING Stre W,BATHURST Stre,Major Arterial,43.643945,-79.40269,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,None,"Automobile, Station Wagon",Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,77,Waterfront Communities-The Island (77)
1046604,2008/06/12 04:00:00+00,902,9,ST CLAIR AVE W,RUSSELL HILL RD,Major Arterial,43.685345,-79.40789000000002,Intersection,Police Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 64,62,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,96,Casa Loma (96)
1046603,2008/06/12 04:00:00+00,945,9,AVENUE Road,BLOOR Stre W,Major Arterial,43.668745,-79.39409,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,35 to 39,37,None,"Automobile, Station Wagon",Driving Properly,Normal,No,Yes,Yes,No,No,No,No,No,No,No,No,No,95,Annex (95)
1046692,2008/06/12 04:00:00+00,2236,22,ROSE VALLEY CRES,WOODGATE DR,Local,43.676645,-79.50229,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Motorcycle Driver,25 to 29,27,Major,Motorcycle,Lost control,Unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,111,Rockcliffe-Smythe (111)
1043009,2008/06/13 04:00:00+00,1235,12,BROWNS LINE Line,HORNER AVE,Major Arterial,43.601645,-79.54519,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,75 to 79,77,Minor,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,20,Alderwood (20)
1047995,2008/06/13 04:00:00+00,1400,14,COLLEGE St,CRAWFORD St,Major Arterial,43.65514500000001,-79.41899000000002,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,Yes,Yes,No,No,No,No,No,No,No,No,No,80,Palmerston-Little Italy (80)
1043011,2008/06/13 04:00:00+00,2321,23,DON MILLS RD,HIGHWAY 401 C Boul W,Major Arterial,43.769145,-79.34659,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Driver,25 to 29,27,Minimal,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,53,Henry Farm (53)
1027277,2008/02/27 05:00:00+00,1432,14,DIXON RD,ISLINGTON AVE,Major Arterial,43.697045,-79.54669,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,No,No,No,No,6,Kingsview Village-The Westway (6)
1024196,2008/02/28 05:00:00+00,600,6,STEVENSON RD,PAMELA CRT,Local,43.743345,-79.59299,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,unknown,unknown,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Unknown,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,2,Mount Olive-Silverstone-Jamestown (2)
1027306,2008/02/28 05:00:00+00,1025,10,BIRCHMOUNT RD,STEELES AVE E,Major Arterial,43.821345,-79.31689,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Driver,60 to 64,62,Fatal,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,116,Steeles (116)
1027279,2008/02/28 05:00:00+00,1913,19,UNIVERSITY AVE,COLLEGE ST,Major Arterial,43.659845,-79.39049,Intersection,Traffic Signal,Clear,Dusk,Dry,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,76,Bay Street Corridor (76)
1024623,2008/02/29 05:00:00+00,1530,15,WESTON RD,STARVIEW LANE,Major Arterial,43.726445,-79.53559,Intersection,No Control,Snow,Daylight,Slush,Fatal,Passenger,30 to 34,32,Fatal,Other,Unknown,Unknown,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,23,Pelmo Park-Humberlea (23)
1027349,2008/03/01 05:00:00+00,1341,13,55 AVENUE RD,Unknown,Major Arterial,43.671145,-79.39509,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Failed to Yield Right of Way,Normal,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,95,Annex (95)
1028580,2008/03/04 05:00:00+00,1230,12,2701 LAWRENCE AVE E,Unknown,Major Arterial,43.752345,-79.26119,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,127,Bendale (127)
1025610,2008/03/04 05:00:00+00,1331,13,EGLINTON AVE W,SCARLETT RD,Major Arterial,43.684545,-79.50809,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,Major,"Automobile, Station Wagon",Lost control,Medical or Physical Disability,No,No,Yes,No,No,No,No,No,No,No,No,Yes,115,Mount Dennis (115)
1031031,2008/03/06 05:00:00+00,1530,15,DUNDAS ST W,JANE ST,Major Arterial,43.665745,-79.49119,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,None,"Automobile, Station Wagon",Driving Properly,Normal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,89,Runnymede-Bloor West Village (89)
1026562,2008/03/07 05:00:00+00,1700,17,CONSUMERS RD,YORKLAND BLVD,Minor Arterial,43.77094500000001,-79.32479000000002,Mid-Block,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Driver,25 to 29,27,None,"Automobile, Station Wagon",Speed too Fast For Condition,Normal,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,53,Henry Farm (53)
1026843,2008/03/09 05:00:00+00,920,9,SCARLETT RD,RICHVIEW RD,Major Arterial,43.685545,-79.51249,Intersection,Stop Sign,Clear,Daylight,Packed Snow,Fatal,Driver,85 to 89,87,Fatal,"Automobile, Station Wagon",Failed to Yield Right of Way,Unknown,No,No,Yes,No,No,No,No,No,Yes,No,No,No,8,Humber Heights-Westmount (8)
1026958,2008/03/09 05:00:00+00,2253,22,SHEPPARD AVE W,JOHN DRURY DR,Major Arterial,43.749045,-79.48279000000002,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 44,42,Minor,"Automobile, Station Wagon",Unknown,"Ability Impaired, Alcohol",No,No,Yes,No,No,No,No,No,No,No,Yes,No,26,Downsview-Roding-CFB (26)
1026920,2008/03/10 04:00:00+00,300,3,F G GARDINER XY Expr E,DOWLING AVE,Major Arterial,43.633945,-79.43739000000002,Mid-Block,No Control,Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,85,South Parkdale (85)
1027159,2008/03/10 04:00:00+00,1522,15,GUILDWOOD PKWY,PRINCE PHILIP BLVD,Minor Arterial,43.746745,-79.20449,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,70 to 74,72,Major,"Automobile, Station Wagon",Lost control,Unknown,No,No,Yes,No,No,No,No,No,No,No,No,No,140,Guildwood (140)
1030609,2008/03/10 04:00:00+00,1720,17,55 QUEENS QUAY W,Unknown,Minor Arterial,43.640545,-79.37849,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,50 to 54,52,Major,"Automobile, Station Wagon",Improper Turn,Inattentive,No,No,Yes,No,No,Yes,No,No,No,No,No,No,77,Waterfront Communities-The Island (77)
1027162,2008/03/10 04:00:00+00,2155,21,EGLINTON AVE W,ISLINGTON AVE,Major Arterial,43.679845,-79.53899,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Passenger,85 to 89,87,Major,"Automobile, Station Wagon",Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,7,Willowridge-Martingrove-Richview (7)
1031555,2008/03/11 04:00:00+00,1055,10,BLACK CREEK DR,WESTON RD,Major Arterial,43.683345,-79.48029,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 24,22,Major,"Automobile, Station Wagon",Following too Close,Inattentive,No,No,Yes,No,No,No,No,No,Yes,No,No,No,111,Rockcliffe-Smythe (111)
1029708,2008/03/11 04:00:00+00,1450,14,DANFORTH RD,WOLFE AVE,Major Arterial,43.727345,-79.25259,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,30 to 34,32,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,124,Kennedy Park (124)
1031943,2008/03/13 04:00:00+00,10,1,CARLAW AVE,EASTERN AVE,Major Arterial,43.658345,-79.33899,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,unknown,Unknown,Other,Unknown,Unknown,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,70,South Riverdale (70)
1029779,2008/03/13 04:00:00+00,2219,22,KING ST W,UNIVERSITY AVE,Major Arterial,43.647645,-79.38479,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,35 to 39,37,Major,"Automobile, Station Wagon",Driving Properly,Normal,No,No,Yes,No,No,No,No,No,Yes,No,No,No,76,Bay Street Corridor (76)
